NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10428350,10428350_V_lowres.tif,ventral,melpomene,thelxiopeia,female,f._thelxiopeia,,subspecies synonym,1,Nouveau Chantier FRG LM,5.55,-53.93333333
10428270,10428270_V_lowres.tif,ventral,melpomene,schunkei,female,ab._rubra,,subspecies synonym,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10428678,10428678_V_lowres.tif,ventral,erato,erato,female,f._fumata,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428625,10428625_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,"Rio de Casca, 60miles north east of Cuyaba BRA MO",-14.86666667,-55.86666667
10429097,10429097_D_lowres.tif,dorsal,erato,luscombei,female,luscombei,,valid subspecies,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10429213,10429213_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Monte Lirio PAN CZ,9.233333333,-79.85
10428017,10428017_V_lowres.tif,ventral,melpomene,vulcanus,male,vulcanus,,valid subspecies,1,Dagua Rio COL VC,3.55,-76.65
10428883,10428883_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Palmar ECD MA,-1.5833333330000001,-77.75
10428199,10428199_D_lowres.tif,dorsal,melpomene,malleti,male,malleti,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428059,10428059_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Bolivia COUNTRY,,
10428617,10428617_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Ampipucas Pernambuco BRA,-8.033333333,-34.93333333
10428341,10428341_V_lowres.tif,ventral,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,Bas Maroni FRG LM,5.25,-54.25
10428113,10428113_D_lowres.tif,dorsal,melpomene,aglaope,female,f._rubescens_hyb.,,hybrid,0,Huancabamba PER PA,-10.38333333,-75.55
10429133,10429133_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Sao Paulo de Olivenca BRA AM,-3.4666666669999997,-68.95
10428571,10428571_V_lowres.tif,ventral,erato,phyllis,male,f._diffluens,HT/ST,subspecies synonym,1,Guayaquil ECD,-2.166666667,-79.96666667
10428680,10428680_V_lowres.tif,ventral,erato,erato,female,f._fumata,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428972,10428972_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Songolica (= Zongolica) MEX VC,18.66666667,-96.98333333
10428026,10428026_V_lowres.tif,ventral,melpomene,vulcanus,female,vulcanus,,valid subspecies,1,Esmeraldas ECD ES,0.9833333329999999,-79.7
10428705,10428705_V_lowres.tif,ventral,erato,erato,female,oberthurii_hyb,ST,hybrid,0,Berg - en - Dal SUR BR,5.15,-55.06666667
10429226,10429226_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10428555,10428555_D_lowres.tif,dorsal,erato,phyllis,female,anacreon,,hybrid,0,Ecuador  COUNTRY,,
10428358,10428358_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429009,10429009_D_lowres.tif,dorsal,erato,favorinusxlativitta,male,favorinus_x_lativitta_hyb.,,hybrid,0,Balsapuerto PER LO,-5.833333333,-76.56666667
10428114,10428114_D_lowres.tif,dorsal,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Chazuta PER SM,-6.566666667000001,-76.13333333
10428293,10428293_D_lowres.tif,dorsal,melpomene,amandus,male,nr._aphrodyte_hyb.,,hybrid,0,Cochabamba BOL CO,,
10428027,10428027_D_lowres.tif,dorsal,melpomene,vulcanus,male,vulcanus,,valid subspecies,0,Paramba ECD IM,0.816666667,-78.35
10427995,10427995_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Sevilla Isla PAN CQ,8.249916667,-82.37594722
10428557,10428557_D_lowres.tif,dorsal,erato,venustus,male,venustus_transitional,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428397,10428397_V_lowres.tif,ventral,melpomene,melpomene,male,ab._collis,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428472,10428472_D_lowres.tif,dorsal,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Pueblo Bello COL EC,10.41666667,-73.58333333
10428115,10428115_D_lowres.tif,dorsal,melpomene,amaryllis,male,amaryllis,,valid subspecies,1,"Cahabon, Vera Paz GUA ",15.56666667,-89.81666667
10429012,10429012_V_lowres.tif,ventral,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Huanc. PER,-1.5833333330000001,-77.75
10429078,10429078_D_lowres.tif,dorsal,erato,emma,male,emma,,valid subspecies,1,Osayacu ECD NA,-1.5833333330000001,-77.75
10428586,10428586_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Asuncion PAR CE,-25.26666667,-57.66666667
10429131,10429131_D_lowres.tif,dorsal,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Porto Velho dist. BRA RO,-8.866666667,-64.05
10428210,10428210_V_lowres.tif,ventral,melpomene,malleti,male,f._isolda_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428114,10428114_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Chazuta PER SM,-6.566666667000001,-76.13333333
10429088,10429088_V_lowres.tif,ventral,erato,luscombei,male,luscombei,,valid subspecies,1,Rentema Falls PER AM,-5.483333332999999,-78.55
10428221,10428221_V_lowres.tif,ventral,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428151,10428151_V_lowres.tif,ventral,melpomene,plesseni,male,f._rubicunda,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428197,10428197_V_lowres.tif,ventral,melpomene,malleti,male,malleti,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428870,10428870_D_lowres.tif,dorsal,erato,cyrbia,female,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428843,10428843_D_lowres.tif,dorsal,erato,venus,male,venus,,valid subspecies,1,El Tigre COL CH,4.95,-76.51666667
10428774,10428774_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,0,Madeira Rio BRA AM,-5.75,-61.25
10428229,10428229_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Rio Pishcobamba via Vilcabamba ECD LO,-4.273538889,-79.20461389
10428827,10428827_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Caicara de Orinoco VEN BOL,-0.24,-78.6475
10428870,10428870_V_lowres.tif,ventral,erato,cyrbia,female,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428264,10428264_D_lowres.tif,dorsal,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10428356,10428356_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428000,10428000_V_lowres.tif,ventral,melpomene,rosina,female,rosina,,valid subspecies,1,Cebaco Isla PAN VE,7.533333333,-81.15
10428324,10428324_V_lowres.tif,ventral,melpomene,nanna,male,nanna_burchelli,ST,unknown,0,Itaparica BRA BA,15.31638889,-89.08305556
10428158,10428158_D_lowres.tif,dorsal,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428682,10428682_V_lowres.tif,ventral,erato,erato,female,ab._telloides,HT,hybrid,0,Godebert - Maroni FRG,5.516666667000001,-53.96666667
10428366,10428366_V_lowres.tif,ventral,melpomene,flagrans,female,flagrans,,valid subspecies,1,Cayenne FRG CY,4.933333333,-52.33333333
10428131,10428131_V_lowres.tif,ventral,melpomene,amaryllis,male,melpophylla_hyb.,,hybrid,0,San Antonio de Cumbasa PER SM,-6.416666667,-76.4
10429126,10429126_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Sena Madureira BRA AC,-9.083333332999999,-68.68333333
10428480,10428480_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_part.,,hybrid,0,Chili Rio COL TO,4.119722222,-75.25944444
10429041,10429041_D_lowres.tif,dorsal,erato,notabilis,female,f._rothschildi_hyb.,ST,hybrid,0,Rio Negro,4.25,-73.75
10428633,10428633_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Burity BRA MO,-15.43333333,-55.83333333
10428299,10428299_D_lowres.tif,dorsal,melpomene,amandus,female,nr._aphrodyte_hyb.,,hybrid,0,Carmen (Rio Madidi) BOL,-13.3,-70.3
10429119,10429119_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Guajara-Mirim BOL BE,-10.8,-65.38333333
10428697,10428697_V_lowres.tif,ventral,erato,amalfreda,male,ab._cybelellus,ST,hybrid,0,Serpa BRA AM,-3.166666667,-58.26666667
10428313,10428313_D_lowres.tif,dorsal,melpomene,burchelli,female,burchelli,,valid subspecies,1,Burity BRA MO,-15.43333333,-55.83333333
10428468,10428468_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cananche COL BY,5.588333333,-74.28611111
10428741,10428741_D_lowres.tif,dorsal,erato,hydara,male,ab._tristis,,hybrid,0,Santa Fe PAN VE,8.516666667,-81.08333333
10428984,10428984_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Para Rio BRA PA,-1.45,-48.4833
10428854,10428854_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,no data,,
10428959,10428959_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Ticul MEX YU,20.4,-89.53333333
10429068,10429068_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,San Pablo Rio S. Juan COL CH,5.216666667,-76.65
10428150,10428150_V_lowres.tif,ventral,melpomene,plesseni,female,f._diadema,,hybrid,0,Alpayacu ECD PA,-1.466666667,-78.11666667
10428205,10428205_V_lowres.tif,ventral,melpomene,malleti,female,f._adonides_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10429047,10429047_V_lowres.tif,ventral,erato,lativitta,male,f._feyeri,,hybrid,0,Rio Negro COL,4.25,-73.75
10428995,10428995_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Peru  COUNTRY,,
10429153,10429153_D_lowres.tif,dorsal,erato,lativitta,male,f._anactorina,,hybrid,0,St. Marguent? FRG,-1.5833333330000001,-77.75
10428514,10428514_D_lowres.tif,dorsal,erato,phyllis,male,f._athene_hyb.,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10429247,10429247_D_lowres.tif,dorsal,erato,demophoon,female,demophoon,,valid subspecies,1,La Mesa COL CN,4.65,-74.43333333
10429121,10429121_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Jurua Rio BRA ??,-1.5833333330000001,-77.75
10428198,10428198_V_lowres.tif,ventral,melpomene,malleti,male,malleti,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428835,10428835_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Patao Guiria VEN SU,10.66666667,-62.05
10428760,10428760_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Los Clavos Rio COL EC,10.16666667,-73.41666667
10428101,10428101_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10429172,10429172_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,San Ramon NIC ZE,14.66666667,-84.68333333
10428643,10428643_V_lowres.tif,ventral,erato,amalfreda,male,ab._leda_hyb,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428882,10428882_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,no data,,
10428686,10428686_V_lowres.tif,ventral,erato,hydara,male,coralii_hyb,,hybrid,0,Cameta BRA PA,-2.25,-49.5
10428639,10428639_V_lowres.tif,ventral,erato,amalfreda,male,amalfreda,,valid subspecies,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428040,10428040_V_lowres.tif,ventral,melpomene,cythera,male,vulcanus_sticheli,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10427994,10427994_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Ambato environs ECD TU,,
10428182,10428182_V_lowres.tif,ventral,melpomene,plesseni,male,f._adonis,ST,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428344,10428344_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,f._thelxiopeia,,subspecies synonym,1,Bas Maroni FRG LM,5.25,-54.25
10428018,10428018_V_lowres.tif,ventral,melpomene,vulcanus,male,vulcanus,ST,valid subspecies,1,Bogota COL CU,,
10428300,10428300_V_lowres.tif,ventral,melpomene,amandus,female,nr._aphrodyte_hyb.,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428882,10428882_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,no data,,
10428150,10428150_D_lowres.tif,dorsal,melpomene,plesseni,female,f._diadema,,hybrid,0,Alpayacu ECD PA,-1.466666667,-78.11666667
10428850,10428850_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,no data,,
10428022,10428022_D_lowres.tif,dorsal,melpomene,vulcanus,male,vulcanus,,valid subspecies,1,Sarza quebrada de la COL CH,4.75,-76.75
10428239,10428239_D_lowres.tif,dorsal,melpomene,aglaope,female,f._aglaope,,subspecies synonym,1,Cauca COL,,
10428837,10428837_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Caicara de Orinoco VEN BOL,-0.24,-78.6475
10428339,10428339_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428228,10428228_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Osayacu ECD NA,-1.5833333330000001,-77.75
10428443,10428443_V_lowres.tif,ventral,melpomene,melpomene,female,var._hippolyte_hyb.,,hybrid,0,Cuyaba- Coramba River system,-17.316667000000002,-56.7
10429153,10429153_V_lowres.tif,ventral,erato,lativitta,male,f._anactorina,,hybrid,0,St. Marguent? FRG,-1.5833333330000001,-77.75
10428582,10428582_D_lowres.tif,dorsal,erato,phyllis,female,f._diffluens,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428416,10428416_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Madeira Lower Rio BRA AM,-5.75,-61.25
10428226,10428226_V_lowres.tif,ventral,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,1,Gualaquiza ECD MS,-3.416666667,-78.6
10428238,10428238_V_lowres.tif,ventral,melpomene,aglaope,female,f._aglaope,,subspecies synonym,1,Pastaza Rio Upper ECD PA,-1.538391667,-78.06732222
10428990,10428990_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Pastaza Rio ECD PA,-1.538391667,-78.06732222
10429170,10429170_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Matagalpa NIC MT,15.25,-90.25
10428992,10428992_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Peru  COUNTRY,,
10429092,10429092_V_lowres.tif,ventral,erato,luscombei,male,luscombei,,valid subspecies,1,Marcapata PER CU,-13.43333333,-70.91666667
10428388,10428388_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,Colombia COUNTRY,,
10428228,10428228_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Osayacu ECD NA,-1.5833333330000001,-77.75
10428461,10428461_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,San Martin COL ME,3.7,-73.7
10428732,10428732_D_lowres.tif,dorsal,erato,hydara,male,ab._tristis,HT,hybrid,0,Chiriqui PAN CQ,8.383333333,-82.33333333
10428596,10428596_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Iguazu Falls ARG MI,-25.68333333,-54.43333333
10429216,10429216_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Colon PAN CN,9.366666667,-79.9
10428950,10428950_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,San Blas MEX NA,21.51666667,-105.26666670000002
10429013,10429013_D_lowres.tif,dorsal,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10428762,10428762_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Atanquez COL MA,10.7,-73.35
10429064,10429064_D_lowres.tif,dorsal,erato,etylus,male,f._etylus,,subspecies synonym,1,San Felipe GUA,15.29027778,-89.14638889
10428676,10428676_D_lowres.tif,dorsal,erato,erato,male,tellus_hyb.,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429210,10429210_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Rey Isla del PAN PA,8.355436111,-78.90127778
10428487,10428487_V_lowres.tif,ventral,melpomene,melpomene,female,melpomene,,valid subspecies,1,Ecuador  COUNTRY,,
10429065,10429065_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,Churuyacu ECD NA,-1.5833333330000001,-77.75
10428188,10428188_D_lowres.tif,dorsal,melpomene,plesseni,male,f._clytie_hyb.,HT,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428997,10428997_D_lowres.tif,dorsal,erato,emma,female,f._agnata_hyb.,HT,hybrid,0,Peru  COUNTRY,,
10429061,10429061_D_lowres.tif,dorsal,erato,etylus,female,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428682,10428682_D_lowres.tif,dorsal,erato,erato,female,ab._telloides,HT,hybrid,0,Godebert - Maroni FRG,5.516666667000001,-53.96666667
10428204,10428204_V_lowres.tif,ventral,melpomene,malleti,male,f._adonides_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428274,10428274_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Yurimaguas PER LO,-5.9,-76.1
10429175,10429175_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,"The Bluff, Bluefields NIC ZS",11.99361111,-83.68361111
10429248,10429248_V_lowres.tif,ventral,erato,demophoon,female,demophoon,,valid subspecies,1,Cananche COL BY,5.588333333,-74.28611111
10428121,10428121_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,ST,valid subspecies,1,"Cahabon, Vera Paz GUA ",15.56666667,-89.81666667
10428840,10428840_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Bolivar VEN BO,8.122222222000001,-63.54972222
10428981,10428981_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Panama  COUNTRY,,
10429111,10429111_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10429185,10429185_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Villavicencio COL,4.15,-73.63333333
10428941,10428941_D_lowres.tif,dorsal,erato,microclea,female,f._microclea,,subspecies synonym,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10428464,10428464_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Botero COL AN,6.533333333,-75.25
10428532,10428532_D_lowres.tif,dorsal,erato,phyllis,male,amatus,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428058,10428058_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Bolivia  COUNTRY,,
10428538,10428538_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Sapucay PAR PA,-25.66666667,-56.91666667
10428899,10428899_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Angamarca ECD CO,-1.5833333330000001,-77.75
10428194,10428194_D_lowres.tif,dorsal,melpomene,plesseni,male,unimaculata,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428308,10428308_D_lowres.tif,dorsal,melpomene,burchelli,male,burchelli,ST,valid subspecies,0,Chapada BRA MO,-15.45,-55.78333333
10428274,10428274_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Yurimaguas PER LO,-5.9,-76.1
10428154,10428154_V_lowres.tif,ventral,melpomene,plesseni,female,f._rubicunda,,subspecies synonym,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10427980,10427980_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Peralta CRI CA,9.966666667,-83.61666667
10428739,10428739_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Calobre PAN VE,8.316666667,-80.85
10428169,10428169_D_lowres.tif,dorsal,melpomene,plesseni,male,f._pura,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428092,10428092_V_lowres.tif,ventral,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Tono Rio PER CU,-12.91666667,-71.4
10428077,10428077_D_lowres.tif,dorsal,melpomene,xenoclea,male,var._confluens_hyb.,,hybrid,0,Tono Rio PER CU,-12.91666667,-71.4
10428892,10428892_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Santo Domingo de los Colorados ECD PI,-1.5833333330000001,-77.75
10429117,10429117_D_lowres.tif,dorsal,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Guajara-Mirim BOL BE,-10.8,-65.38333333
10429191,10429191_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Estrella Rio CRI LI,9.713847222,-83.00533056
10428364,10428364_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cayenne FRG CY,4.933333333,-52.33333333
10428642,10428642_D_lowres.tif,dorsal,erato,amalfreda,male,ab._leda_hyb,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10427988,10427988_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Caldera CRI PU,9.933333333,-84.71666667
